H@Q@YiW: I?h]@eOWG, 
X?CG_KG?WD??@@?C??__A??_?K??@P??L??G_?CK?@?C?G?O??B: Y?hW@eOGG?GA_A?__??C@?@???I?@??OO??C???g?O_??GD??H????S_, 
X?CG_KG?WDA??A@@?A??D?@??AG?AC??p??C_?G@??DG??OG??D: Y?@I@eOGG??B_??@g???T?a??@k???_?Cg?????G??C?_?BA??A???S_, 
X?CG_KG?WDA??A@@?A??D?@??AG?AC??p??aG?@@??CG??@_??D: Y?hI?eOGG??B_??@g???T?a??@g???G?C_?A???GA?????JC??C???a_, 
X?CG_KG?g??`?W?A?B??A?@CO????I?@a?ACG?Ac?A?G??OG??B: Y?hW@eOGK?GA?_?@????AO?G??G?O_?CC?A_??OGCO????h??K???@C_, 
X?CG_KG?g?_KC?@???O?O??K?@???I?KA?H?_?D@?@CC?@?O??`: Y?hW@eOGK?GA?_?@????AO?G??G?O_?CC?A_??OGCO????h??K???@C_, 
X?CG_KG?gB??@@?A?A__A??_?C???A?AI??gO?C`??SC??__??`: Y?hW@eOGG?GA_A?__??CO?@??@I?@???S?G???GG?@_???K??@C???B_, 
X?CG_KG?gB?@????a???H@?O?Q??GA??Y??aG?_c?A?G?A?G??B: Y?HA@cAGG??A???Bo@?GD?G??AC_????]??GC?@I???@@?@B????@?A_, 
X?CG_KG?gB?A?A?@a??G@?@??AG?AC?@P??C_?C@??DG??OG??D: Y?hY?e?GG??B_??@g???T?a??@g???@?C_?????W_?????T?O?_???E_, 
X?CG_KG?gB?A?A?@a??G@?@??AG?AC?@P??QG?@@??CG??@_??D: Y?hI?eOGG??B_??@g???T?a??@g???G?C_?A???GA?????JC??C???a_, 
X?CG_KG?gBA????@??O?Q@?G?Q??GA??W_B?_?Cc?@?G??OG??B: Y?@G@cAGGOG@_G??o@?_Bc??C@IC?????G?@?C?H??A??_@???o???D_, 
X?CG_KG?gBA??B????GGA?CG?C???I??q?AAG?Oc?@?G??_G??B: Y?hW@eOGG?GA_A?__??CO????@I?@??O???o??AG?GO???X??H????S_, 
X?CG_KG?gG???E?BA??B??@G?C???H??o_?c_?OA?C?G??Q_??a: Y?hW@eOGG?GA?A?_g???P?????G?OO?@G?CG???o?AG???F_?_??_C?_, 
X?CG_KG?gG?B?WC???G?E?A??C??@@??W_?QO?AC??Co??_O?G@: Y?HW@EO?GCCB_AO?g??_@?_???OA???@???H??@g??W???Xa????CO?_, 
X?CG_KG?gGA??E?W?@??@?@C?C???C?Ca??aO?P@??KC?@?O??`: Y?hW@eOGG?GB_??__???P?_??A??@???S?@A??E???I???FO?G??A@?_, 
X?CG_KG?g_???E@@?K??W?@??AG?AC?@P??C_?C@??DG??OG??D: Y?@W@eO?G?GA_A?_g??CP?B??@kO?????_???C?X??A@??@???o???H_, 
X?CG_KG?g_???E@@?K??W?@??AG?AC?@P??QG?@@??CG??@_??D: Y?@O@eO?G?GA_A?_g??CP?B??@k????_C_??B??HO?????HA??_???H_, 
X?CG_KG@???A?B?W?S??oCA??A??GA?@I??SG?Ac?A?G??OG??B: Y?GA?CO?GC?B_?O@g_??Ta??P?@?_???K?_?B??K??@A_?@GO????AO_, 
X?CG_KG@?D?A?WC???_?A??K?O???I?EA?K?_?H@??cC?@?O??`: Y?hW@eOGK?GA?_?@????AO?G??G?O_?CC?A_??OGCO????h??K???@C_, 
X?CG_KGC???@?g@??K??Q?E??S??G@?@O_?S_?OA?C?G??Q_??a: Y?hW@aOGGC??_??@g???H?_??AG?OG?@OB?????y?A??@A??D?????B_, 
X?CG_KGC??_@?g@??K??_?AO?CO?G@??o_?c_?OA?C?G??Q_??a: Y?hW@aOGGC?A_???g???H?_??AG?OG?@OB?????y?A???A@?A?@?@O?_, 
X?CG_KGC??_@?g@??K??_?AO?CO?G@?@__?K_?OA?C?G??Q_??a: Y?hW@aOGGC?A_?O?GO??D?A??AGE????s?C???OG?G????b?A?G??OA_, 
X?CG_KGC?B???g@@?A_?W?C???G??H??o_?c_?OA?C?G??Q_??a: Y?gW@eOGG?GB_A?_G???@?_??A??B???[?@C??AGG???@A@O??A??CC_, 
X?CG_KGC?B?_?C?g??O?G??K?O???I?Aa?I?_?H@?GCC?@?O??`: Y?gW@eOGG?GB_??_g_??@??C?A??A??OGA?G???W??W???RO??_?AC?_, 
X?CG_KGC?G?A?A?@_K?D??C_?K??AC?@D??EG?C@??OO??@O??D: Y??W@E??G?GB_AO_g_?CP_??O?H?_???CG???O?X??@???hCG??A?A?_, 
X?CG_KGC?G?A?A?@_K?D??C_?K??AC?@D??IG?C@??GO??@O??D: Y?hW@eOGGC?A_??@g???G?_??AG?OG?@C?G???AY?????AD??OA??K?_, 
X?CG_KGC?G?B???@_K?D??C_?I??AA?@E??IG?C@??GO??@O??D: Y?hW@eOGGC?B_???g???@?@O?A??@???[?@A??@GC????ABO??A?AC?_, 
X?CG_KGC?G_A?A?@_K?D???_?CG?AA?@E??EG?C@??OO??@O??D: Y?gW@eOGGC?B_??@_O??C?????YG???@D??_??@I??O???J?AC???Q?_, 
X?CG_KO?WC?@?C?@_c?OO??O?A??G@??c_?c_?@A??CG?@A_?AA: Y?gY@eOGGC?B_??@g_??D??O??W????OD??A???G??O???J??@C???a_, 
X?CG_KO?WC?@?C?@_c?OO??O?A??GA??q??gG?@a??GO??OG??B: Y??W@eO?G?GB_A?_g_?C@???_OC??OO?C_??A?AG??W???LO?O??AC?_, 
X?CG_KO?WC?@?C?@_c?OO??_?CG?A@??e??aO?@A??OO??AG??B: Y?@O@eO?G?GA_A?_g??CP?B??@k????_C_??B??HO?????HA??_???H_, 
X?CG_KO?WC?@?C?@_c?OO??_?CG?AA??M??IG?C@?@?O??AO??B: Y?hY@aOGG??B_??@_???T?A??@g?@?A?C????_AI??@???H?_?@???g_, 
X?CG_KO?WC?_?AA?_C_?O?C??AG?G`?@`?@G_??c??GC??@O??D: Y?@G@cAGGOG@_G??o@?_Bc??C@IC?????G?@?C?H??A??_@???o???D_, 
X?CG_KO?_??K?C?A_B?H?AA??E??AC??p??C_?G@??DG??OG??D: Y?HI@eOGG??B_??@g???T?a??@k?????CO?????gO?????L@??O???E_, 
X?CG_KO?_??K?C?A_B?H?AA??E??AC??p??aG?@@??CG??@_??D: Y?HY@eOG???B_??@g???T?a??@g????_CG?A???K??????J?G?C???a_, 
X?CG_KO?_B?A?A?@_c?O_?@??AG?AC??p??C_?G@??DG??OG??D: Y?hI?e?GG??B_??@g???T?a??@h???G?C?_??O?G_?@???PC??O???D_, 
X?CG_KO?_B?A?A?@_c?O_?@??AG?AC??p??aG?@@??CG??@_??D: Y?@I@eOGG??B_??@g???T?a??@k???_?Cg?????G??C?_?BA??A???S_, 
X?CG_KO@?O?A?A?@_K?C_?G_?K??AC?@D??EG?C@??OO??@O??D: Y?gY@eOGGC?B???@__??D??@??k?????C??@??aG?O_??GHO??G??A__, 
X?CG_KO@?O?A?A?@_K?C_?G_?K??AC?@D??IG?C@??GO??@O??D: Y?`O@AO?GCC@?AOC`??E?O_?P?H????@CG????CWG@????T_?_??D??_, 
X?CG_O??o`?o?A@G?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?__??CO????@I?@??O???o??AG?GO???X??H????S_, 
X?CG_O@?GC?c?C?oA???P@C??E??S@??p?@__??c??GG??@G??D: Y?gI?eO?GCC???OC_G??HG???OW?W??@S?A?@??I???_@O@_??GD???_, 
X?CG_OA@?__o?A?W?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_??_g???@?B???g?O??ACA?O??_G?O?_??g??C_???B_, 
X?CG_OB??@?B@_@??GG?OCC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?_W@a??GCC?O??Bo??C@O?C?G_E????\?O?@??G?g???OBI???CG??_, 
X?CG_OBC??_??S@_?`?@??@C?K??G@?@O_?S_?OA?C?G??Q_??a: Y?gW@eOGG?GA_A??g??CP?@??@_CA??OCC????@G??@??@HO??A??AC_, 
X?CG_OBC??_@?S@_?C?G??AG?CO?G@?@__?K_?OA?C?G??Q_??a: Y?gW@eOGG?GB???___??@?_C?AI?A???G??_?A?[?C????XO??G?AC?_, 
X?CG_OC?GA?B@_?oA???@?I??OO?G@?B?_?K_?CA?C?G??Q_??a: Y?HQ@_O???CAA??CoC??BO?C?oK???COE?G???_G?W????RB????o??_, 
X?CG_OC?o_?@?Q@_?C??`?H??C???H??o_?c_?OA?C?G??Q_??a: Y?H?@cA?GO?@_G??o@?_Bc??C@GG???GD???GC?GC?@?A?HO@??A??__, 
X?CG_OO?GA?O@??H?GOC_@A??I??g@??P??P_?GC?A?C??PO?@C: Y?`Q@cOGG??B_??@g???T?a??@g@??G?C???I??K??@???HA??@???g_, 
X?CG_OO?GA?O@??H?GOC_@A??S??S@??P??P_?GC?A?C??PO?@C: Y?hW@eOGGC?A??O?GO??W?A_?C??AG?@e?A???A??A????F??_A??@C_, 
X?CG_OO?_G?C?O?A?AGCO@C??a?AG@??K_?WO?GC?A?G?O@_@?C: Y??Y?EO??CCAP??Bo@A?`A???_KO??a?C_????@H??O?A?A?O?G???B_, 
X?CG_OO?_G?C?O?A?AGCO@C??a?AG@??K_?WO?OC?@?G?O@_@?C: Y?HI@eO?????_?OCa_?CP_???SG@_??SCG???@?H?G???@C?A?C???B_, 
X?CG_OO?_H?G?W?B?AOCG@C??@??@@??T??S_??c??GC??@O??D: Y?HW@EO?GCCB_AO?g??_@?_???OA???@???H??@g??W???Xa????CO?_, 
X?CG_OO?o??D?E@_?K?GO?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGK?GA?_?@????AO?G??G?O_?CC?A_??OGCO????h??K???@C_, 
X?CG_OO?oH?C?O?____?_?A??AO?GP?@P?@O_??c??GG??@G??D: Y?hY@aOGG??B_??@_???T?A??@g?@???S????o?I??@???H?_?@???g_, 
X?CG__??OC?c?GAG?_OAO?c??K??c@??p?@__??c??GC??@O??D: Y?hW@eOGG??@_??@G???C?a???wC@??Od????@?G?_???GD??o????E_, 
X?CG__@@_O?B?G?a?c?A???c?A??GA?@a?@GG?@a??CO??_G??B: Y??W@EO?G?GB_A?_g_?C@a??O?H?_???CG???O?X??@???hO?O??AC?_, 
X?CG__@@_O?B?G?a?c?A???c?A??GA?Aa??gG?@a??CO??_G??B: Y?hW@eOGGC?B_???g???P?@O?A??@???S??A??@IC????AB??OG??@O_, 
X?CG__@@_O?B?G?a?c?A???c?A??GH?@`?@G_??c??GC??AO??B: Y?gY@eOGGC?B??O@__??S_?_??G??G?@`??A???G??G_??H??GC???`_, 
X?CG__@@_O?B?G?a?c?A???c?A??GH?A`??g_??c??GC??AO??B: Y?hW@eOGGC?B_??@_???C??O?GY??OC@???o???I??????J??GA???c_, 
X?CG__A@?A?B?G?S?o?P??A_?A??GA?@a?@GG?@a??CO??_G??B: Y??W@EO?G?GB_A?_g_?C@a??O?H?_???CG???O?X??@???hO?O??AC?_, 
X?CG__A@?A?B?G?S?o?P??A_?A??GH?@`?@G_?@C??CC??@O??D: Y?gW@eOGG??A??O@__??T_?`??g????W@??A?_?GC?C?@?@???o???D_, 
X?CG__A@?A?D?C?S?o?P??A_?A??GA?@a?@GG?@a??CO??_G??B: Y?hW@eOGGC?B_???g???P?@O?A??@???S??A??@IC????AB??OG??@O_, 
X?CG__A@?A?D?C?S?o?P??A_?A??GH?@`?@G_?@C??CC??@O??D: Y?hW@eOGGC?B_??@_???D??O?GY???C@@?????AG?@????R???o???I_, 
X?CG__A@?A?I@_AG?@??o?GG?B??HA??C_?D_?AC??_C??@O??D: Y?gY@eOGGC?B??O@__??S_?_??G??G?@`??A???G??G_??H??GC???`_, 
X?CG__C?W??O?Q?I?B?K?A@??E??AC??p??C_?G@??DG??OG??D: Y?hW@eOGGC?B_??@_???C??O?GY??OC@???o???I??????J??GA???c_, 
X?CG__C?W??O?Q?I?B?K?A@??E??AC??p??aG?@@??CG??@_??D: Y?gW@eOGGC?B_??@_O??C?????YG???@D??_??@I??O???J?AC???Q?_, 
X?CG__E?OO?D?C?a?a??C?@C@???C@??S_?SO?GC?A?O??QO?@A: Y?GY@COGGC?B_?O@g???T???@?K@????KO??A?AC??O???L@?G????K_, 
X?CG__EA?@_??c@??GGA??@C?K??G@?@O_?S_?OA?C?G??Q_??a: Y?@A@_AGGOG?_G??o@?_Bc??C@GG???O?g?????wO?C??_H?o???D??_, 
X?CG__EA?A?@?c@A?G?@_?@G?C???H??o_?c_?OA?C?G??Q_??a: Y?hW@aOGGC?A_??@g???@?_??AG?OG?@OB?????w?A??@A@O??A?@C?_, 
X?CG__EA?A?E?O?c?`??C?@_?GO??@??W_?Q_?GA?A?G??Q_??a: Y?gW@eOGG?GB_A?_????@?_??A??B???[?@C??EIG????A@O?G??A?@_, 
X?CG__EA?A?E?c@A?@??H?O???G??H??o_?c_?OA?C?G??Q_??a: Y?gW@eOGG?GB_A?_G???@?_??A??B???[?@C??AGG???@A@O??A??CC_, 
X?CG__EA?G?E?A?@_H?C_?O??AG?AA??e??aG?A@??GG??@_??D: Y?GQ@e?GGC?B_?O@g_??T_??O_?W????O??G??@O??C???FA??G???Q_, 
X?CG__G?WC???g@O?_??P?D??K??G@?@G_?W_?OA?C?G??Q_??a: Y?gO@aOO?C??@??Bo??C@O?C?G_E????\???G@?GW???E?@?D????_G_, 
X?CG__G?WC?A?A?g?g??K@?_?K???@??W_?Q_?GA?A?G??Q_??a: Y?hW@eOGG?GA_A??_??C??@??@i?@???C??o??AWC???@?H?AC???OA_, 
X?CG__G@_I?S?W????G?D?@G?H??aC??E??CO?AA??_C??EG??Q: Y??W?eO?G?GB_A?_g_?C@???_OK??OO?C`??A??I?A??@A@G??O??AC_, 
X?CG__G@_I?S?W????G?D?@G?H??aC??P??A_?@A??_C??EG??Q: Y??W?eO?G?GB_A?_g_?C@???_OK??OO?C`??A??I?A??@A@G??O??AC_, 
X?CO??@@_A@CCG@?@G?CA?a??K??c@?@`?@G_?@C??CC??@O??D: Y?HI?eO?G?C?_A??_G??HG???OW?W??@SG??O?OGg???P?@_??G?CO?_, 
X?CO??@@_a@C?G?_?_GQ??__?K??c@?A`??g_??c??GG??@G??D: Y??W@C??G?GB_AO_g_?CP_G?O?KO??`?C?O??O?@O?????FG??G??@C_, 
X?CO??A?WG@@A?@?aO?@??OCB???_A?SA?C_G?Ac??KC?G?O?C@: Y?GY@e?GGC?B_??@g_??D???O?GO?O??E?????@W@?A??@DO?O??AC?_, 
X?CO??AA_I?_?PC_@C??_?A??_?A?@?BA?AGO@AC??cG?A_G?@_: Y??G@eO?KCCAP??BP???@G??C?W_?_O?T?O????GC????OBO??A??OC_, 
X?CO??C?oC?_A@?Q@C?c??O??_G?_A?@a?B?_AA@?GCC??_O??`: Y?GY@COOGCC?@???p??a@?G??DC?O??CE??G?@?I??A?@G@?C?C??B?_, 
X?CO??I?OG_O@O?O?CGc?A@??G??_@??p??a_@OC?CGC??OO?@@: Y?GY@COGGC?B_?O@g???T???@?K@????KO??A?AC??O???L@?G????K_, 
X?CO?C??GG@O@C?W?D??o?@_Q??Q?@??L??G_?CK?@?C?G?O??B: Y?hW@eOGG??A_??@g???@O_??A??OG?B??CO???w?O_??@@?a????@@_, 
X?CO?C??GGAOAO?W?D??o?@_I??G_@??L??G_?CK?@?C?G?O??B: Y?gY@eOGGC?B???@__??D??@??k?????C??@??aG?O_??GHO??G??A__, 
X?CO?C??GPAO@O?W?o?O_?C??E??OP?@`?@G_?@C??CC??@O??D: Y?@?@cA?GOGA_G??o@?_Bc??C@GG???O?g?????wO?C??_HO_??GC??_, 
X?CO?C??WD?_@?A@@?Oc??O??_G?_A?@a?B?_AA@?GCC??_O??`: Y?gY@eOGGC?B??O@__??S_?_??G??G?@`??A???G??G_??H??GC???`_, 
X?CO?CC??A`?C_?c?__P??O??g??_Q?@a?@GG?@c?C?G?_?G??B: Y?HY@eOG???B_??@g???T?a??@g????_CG?A???K??????J?G?C???a_, 
X?CO?CC??A`?C_?c?__P??O??g??_Q?@a?CGG?@a?A?O?O?G??B: Y?hI?eO?G?C??A??_G??HG???OW?W??@U?A?D??GC???AG@O?O??A?A_, 
X?CO?CC?O@_aAG?@_O?O@C_?@???O@??o_?aO?@C??GO??QO?OA: Y?gI?eO?GCC???OC_G??HG???OW?W??@S?A?@??I???_@O@_??GD???_, 
X?CO?CCA?@_a?W?@_O?O@C_?@???O@??o_?aO?@C??GO??QO?OA: Y?_G@eO?G??A_A?@g???X?a??@iC??O?C_??@??IG?????LGC??C??C_, 
X?CO?CCAO@__AG?@_O??HC_?@???O@??o_?aO?@C??GO??QO?OA: Y?gY@eOGGC?B???@__??D??@??k?????C??@??aG?O_??GHO??G??A__, 
X?CO?CCC_Q?BA_?W???@@@?G?A??GA?BA??EG?Ac??_G??_G??B: Y?hW@eOGG??A_A?_g??C@?@???g?O???C?GG??OO??c???FO@????@O_, 
X?CO?G??gC?_?_A@A?O@OAO?@_??_A?@Q?AO_AO@?GCC??_O??`: Y??Y?aO??CCA_?OCg?@A@_A???GOC?@_CG?C?@?H??G?@?B@?G??o??_, 
X?CO?G??gC?_?_A@A?O@OAO?@_??_A?GQ?AO_AO@?@CC??_O??`: Y?@G@EO?G??A_A?_g??CP?B??@gO??a?C?C?I??I??@CA?@_??_D???_, 
X?CO?G??gC?_?_A@A?O@OAO?@_??_A?HA?AO_AO@??SC??_O??`: Y?`G?cO?G?CA_A??o?@A@O?O?CGG??COCg???GGIC??A??P?CO??A@?_, 
X?CO?G@?_@__AO?@_S?OGC_??O??O@??o_?aO?@C??GO??QO?OA: Y?hW@eOGGC?B_??@_???D??O?GY???C@@?????AG?@????R???o???I_, 
X?CO?GA?OC@GCC@_@C??O?@_?W?@?`??L??G_?CK?A?C?C?O??B: Y?hI?eO?G?C??A??_G??HG???OW?W??@U?A?D??GC???AG@O?O??A?A_, 
X?CO?GA?WC?_AOA@AO??O?@_?W?@?`??L??G_?CK?@?C?G?O??B: Y?hW@aOGG??A_A??g???G?o???gC@???cAG???@Y?A???A@?A?@?@O?_, 
X?CO?K??W??BA_@GAO?O??I??GO?G@?@G_?W_?OA?C?G??Q_??a: Y?HY@cO????AA??COC??BO?C?oK???COE?G???_G?W????RG@????o?_, 
X?CO?K?@?@?BC_A_?K?OO?K??C???H??o_?c_?OA?C?G??Q_??a: Y??G@cA??OGB_G??o??_Bc??C@IC?@O???o????YG???@C@GC?????c_, 
X?CO?K@??@?BA_C_@C??O@C??OO?GA??p?ACG?OC?@?C??P_??c: Y?HA@?AGGO?@_G??o@?_Bc??C@GG???GCB?????Wa???A?BO@??A??__, 
X?CO?K@??@?BC_A_@C??O@C??OO?GA??p?ACG?OC?@?C??P_??c: Y?@G@c??GO?B_G??o@?_Bc??C@IC??O?D?C????X???_C?@GC???_?@_, 
X?CO?KG??@`A?G?@_OOc?@C?@???O@??o_?aO?@C??GO??QO?OA: Y?GY@EO?C?C?@??Bo???hCO?G?G@_??@L?O??_???C????FO??A?A?C_, 
X?CO?KG??@`A?G?@_Q?c?@?_@???O@??o_?aO?@C??GO??QO?OA: Y?GW@AOOG?C?@??Bo???`CO?G?k?O??Gd????o?IC????O@?a?????H_, 
X?CO?KG??@`A?_?@_AOc?@G?@???O@??o_?aO?@C??GO??QO?OA: Y??Y@C?GGC?B_?O@g_??Ta????G@??_?Cg??CG?G??C?G?`_??A??@O_, 
X?CO?KG??@`O?G?@_AOc?@C?@???O@??o_?aO?@C??GO??QO?OA: YCHW@cAGKO?@?GO@????_O???AG??_?@K?C???KK?@????T?_A???o?_, 
X?CO?KG?_@`??G?@_AOGGC_?@???O@??o_?aO?@C??GO??QO?OA: Y?@W@EO?G??A_A?@g???X?a??@kO??a?D???A??H?_????DG??C?_?@_, 
X?CO?KI??@`A???@_AOc?@?_@???O@??o_?aO?@C??GO??QO?OA: Y?gW@eOGGC?B???@?O??DO?G?AG?O_?AA?A????yG?????HO?O???@@_, 
X?CO?KI?GA?B@?A???Wc??A??OG?GC?AI?AGG?GA??_C??PO??c: Y?gW@eOGG??B??O_G_??@?_C?I??G??CD??A?ACG?AA??@__?_????B_, 
X?CO?OA@?_?KAG?o?@?C_@?G?W??GA??q?B?G?@c?@?G??OG??B: Y??A@_A?GO?@_G??o@?_Bc??C@IG?@O?C@???D?I?G?@_?@GC???_?G_, 
X?CO?OAAGE?_C??W??O?o?@_AC?G@@??L??G_?CK?@?C?G?O??B: Y?gW@eOGG?GB???___??@?_C?AI?A???G??_?A?[?C????XO??G?AC?_, 
X?CO?OB??@?BA_@_?g??OCC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?gW@eOGG??B_??_g_??@????AI?A??OGA?G???w?G???B@O??A?AC?_, 
X?CO?OB??@?BA_C_?g??O@C??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@??CG?@?C?GG????_BO@??A??A_, 
X?CO?OB??@?BC_@_?g??OAC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@O???O????wG????_DO@??A??A_, 
X?CO?OB@?C?C?BC??g?O_?_O?G??_@?@a?AAO?PC?GGG?@?G??`: Y?`O@AO?GCC@?AOC`??E?O_?P?H????@CG????CWG@????T_?_??D??_, 
X?CO?OC?oC?gAG?A?C??P?COA??_?@??T??S_@_C?B?C??_O??`: Y??Y@C?GGC?B_?O@g_??Ta????G@??_?Cg??CG?G??C?G?`_??A??@O_, 
X?CO?OC?oC?gAG?A?C??P?COA??_?A??W_?Q_@_C?B?C??_O??`: Y??Y@C?GGC?B_?O@g_??T???@?K@????Kg??CG?G_??@?@@_?A????Q_, 
X?CO?OC?oI@C?G?B?AOc??__?@??@@??T??S_??c??GC??@O??D: Y?hW@eOGKCGA?_?@????@??G?BG?C???c?GO??G_??A???FO?A???OA_, 
X?CO?OC?oI@C?GC??OO?W?C_A???A@??W_?QO?@C??Co?C?O?O@: Y?@G@CAG?O?B_G??o@?_Bc??C@IC??O?@???G??W?G@???XCO???K??_, 
X?CO?OC@OP?W?GC??OO?o?@_A???A@??W_?Q_??c??GG?CAO?OA: Y?gW@eOGG?GB???_g_??@??C?AG?A??OD??A?A@C?C??O@@??CO???K_, 
X?CO?c?A_@_@@_A??c?AA?G??CG?G@??o_?c_?OA?C?G??Q_??a: Y?H?@c??GO?@_G??o@?_Bc??C@GG???gDA???C?H???_S?@O@??A??__, 
X?CO?c@??G`O@_AG?E??W?C???G??H??o_?c_?OA?C?G??Q_??a: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@??CG?@?C?GG????_BO@??A??A_, 
X?CO?cC??D@AA?@_?AOB???_?K??_P??L??G_?CK?@?C?G?O??B: Y?_W@a??GCC?O??Bo??C@O?C?G_E????\?O?@??G?g???OBI???CG??_, 
X?CO?cC??O?BAC@_?@?B??g??O_?G@??Y??aG?OA?C?o?A?O??`: Y??Y@C?GGC?B_?O@g_??T???@?K@????Kg??CG?G_??@?@@_?A????Q_, 
X?CO?cCA_A?E@_AA?@??H?G???G??H??o_?c_?OA?C?G??Q_??a: Y?gW@eOGG??A_A?_G_??HO@??GQ?A?C????K???g?C????J?A?O??OA_, 
X?COG???gA?B?oCG@G?H?A???GG?G@??o_?c_?OA?C?G??Q_??a: Y?HQ@_O???CAA??CoC??BO?C?oK???COE?G???_G?W????RB????o??_, 
X?COG???oB?C?GA@?g?S?C?_?G??_C?@__AAO?PC?GGC?@?O??`: Y??Y?aO??CCA_?OCg?@A@_A???GOC?@_CG?C?@?H??G?@?B@?G??o??_, 
X?COG?@?GEA?A?@?`O?A??H??OO?_@?B@?ACO?Cc?GCC@??_?A@: Y?HY?cOG?CGA???Bo@??@A??@?W?C?@?C?A??C?[??C?C?D_?A?G?C?_, 
X?COG?@@?S?B?O?o@A?`??G??AG?K@?@`?@G_??c??GG??@G??D: Y?hW@eOGGC?B_??@_???C??O?GY??OC@???o???I??????J??GA???c_, 
X?COG?@@O??S?G?o@@?OCCA??I??g@??p?@__??c??GC??AO??B: Y?@A@c?GGOGA_G??o@?_Bc??C@GG???O?g?????wO?C???H?g???@?@_, 
X?COG?A?GA?BA_A??_Ga??I?@O??G@?@__?K_?OA?C?G??Q_??a: Y?hW@aOGGC?A_??@g???@?_??AG?OG?@OB?????w?A??@A@O??A?@C?_, 
X?COG?A?W??BAGAO?g?_??ACAG??GA??h?@GG?GC?C?C??P_??c: Y?@W@eO?K??Aa?OC??_?EO????_CO???[A?G?A@HO????C@G@????C@_, 
X?COG?A?WA@?C??O___S??A??g??_Q?@a?@GG?@c?C?G?_?G??B: Y?HY@e?G???B_??@g???T?a??@gO???_C???CG?K??@???H?G?@???g_, 
X?COG?B??@?BA_AO?g??OCC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?GI?cAGG??A_G??o@?_Bc??C@I?G@A?CC???B?A??@?@?@A??@???K_, 
X?COG?B??@?BA_CO?g??OAC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?_W@a??GC??@??Bo??C@O?C?G_E????\?O?G@?I?C??A_@I???CG??_, 
X?COG?B?OO?A?HC??`?S??OO?G??_@?@a?AAO?PC?GGG?@?G??`: Y?HY?cOG?CGA???Bo@??@A??@?W?C?@?C?A??C?[??C?C?D_?A?G?C?_, 
X?COG?CA_P?W?ACO?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?gW@eOGKCGA?_?@????@O?G?AG?C???c?GO??G_?AA???FP?????P?_, 
X?COG?G@GS?GC??o??oA???C??G??K?o@?_OO?Q@?@GC?_O_?__: Y?gQ@_O??CCA??OC`_?E@@???II??O?WE????G?G@????OD_??A?C?C_, 
X?COGC??G`@??S?W?__S??C??I??GP?@`?@G_??c??GC??@O??D: Y?hW@eOGGC?A_??@g???G?_??AG?OG?@C?G???AY?????AD??OA??K?_, 
X?COGC??O@_K?GA??_GS?C?_?G??_C?@__AAO?PC?GGC?@?O??`: Y?HQ@_O???CAA??CoC??BO?C?oK???COE?G???_G?W????RB????o??_, 
X?COGC??O`?BA_A??K?GA?K??C???H??o_?c_?OA?C?G??Q_??a: Y?hW@eOGG??B_??_g???P?_??I??@???S?@A??A???I???FO@????CC_, 
X?COGC??W`@??O?G___S??C??K??CP?@`?@G_??c??GC??@O??D: Y?hY@aOGG??B_??@_???T?A??@g?@?A?C????_AI??@???H?_?@???g_, 
X?COGC?@?@?BA_AC?K?AOCG??C???H??o_?c_?OA?C?G??Q_??a: Y?hW@eOGG??B_??_g???P?_??I??@???S?@A??A???I???FO@????CC_, 
X?COGCC?GA?BA_C?@G?@A?A??OG?GA?AH??g_?_@??_C??Q_??a: Y?_W@c??G?GB?AO_g??CP_???OC@??G@C_????BH??GAC?@A??G??a?_, 
X?COGCCA__?@AG?Q??_@_?P??A_?B@??D??D_?AC??_C??@O??D: Y?gW@eOGG??A??O@__??D_?`??i????GCA???ACGCO????P?A?O???H_, 
X?COGGI???_@?W?c@G??_CA??CO?G@?@__@C_?AA?C?G??Q_??a: Y?@A@_AGGOG?_G??o@?_Bc??C@GG???O?g?????wO?C??_H?o???D??_, 
X?COGGI??Q?KC??c?A??@??_??W?_A?KA?G__?S@??SC??_O??`: Y?hW@eOGG?GA_A??_??CO?@??@I?@???C??o??AGCA??@?H??H????S_, 
X?COGGI?WQ?OC??@??O?S?@G?P??BA??I??A_?AA??_C??KG??E: Y?GI@eOGGC?B_??@g_??D_????G_?G??CC????AWO?A???dO?O??AC?_, 
X?COGGI?_Q?KC???_A??K?AG?O??A@??W_?QO?@C??Co?C?O?O@: Y?hW@eOGG?GA_A?__??CP?@???_?@??OP?????BG?A????T??@A???o_, 
